,coluna,capacity_factor,x_coord,y_coord,Valor
1319,516.0000,0.3908,"[ 1.29000000e+00  0.00000000e+00 -2.13757785e+04  0.00000000e+00
 -1.29000000e+00 -1.43666333e+03  0.00000000e+00  0.00000000e+00
  5.16000000e+02]","[ 3.29750000e+00  0.00000000e+00 -5.46407981e+04  0.00000000e+00
 -3.29750000e+00 -3.67240102e+03  0.00000000e+00  0.00000000e+00
  1.31900000e+03]",
1470,804.0000,0.1505,"[ 2.01000000e+00  0.00000000e+00 -3.33064456e+04  0.00000000e+00
 -2.01000000e+00 -2.23852193e+03  0.00000000e+00  0.00000000e+00
  8.04000000e+02]","[ 3.67500000e+00  0.00000000e+00 -6.08961132e+04  0.00000000e+00
 -3.67500000e+00 -4.09281994e+03  0.00000000e+00  0.00000000e+00
  1.47000000e+03]",
404,925.0000,0.1411,"[ 2.31250000e+00  0.00000000e+00 -3.83189828e+04  0.00000000e+00
 -2.31250000e+00 -2.57541391e+03  0.00000000e+00  0.00000000e+00
  9.25000000e+02]","[ 1.01000000e+00  0.00000000e+00 -1.67360746e+04  0.00000000e+00
 -1.01000000e+00 -1.12482943e+03  0.00000000e+00  0.00000000e+00
  4.04000000e+02]",
663,815.0000,0.1045,"[ 2.03750000e+00  0.00000000e+00 -3.37621308e+04  0.00000000e+00
 -2.03750000e+00 -2.26914847e+03  0.00000000e+00  0.00000000e+00
  8.15000000e+02]","[ 1.65750000e+00  0.00000000e+00 -2.74653898e+04  0.00000000e+00
 -1.65750000e+00 -1.84594532e+03  0.00000000e+00  0.00000000e+00
  6.63000000e+02]",
361,90.0000,0.4517,"[ 2.25000000e-01  0.00000000e+00 -3.72833346e+03  0.00000000e+00
 -2.25000000e-01 -2.50580813e+02  0.00000000e+00  0.00000000e+00
  9.00000000e+01]","[ 9.02500000e-01  0.00000000e+00 -1.49547598e+04  0.00000000e+00
 -9.02500000e-01 -1.00510748e+03  0.00000000e+00  0.00000000e+00
  3.61000000e+02]",
37,524.0000,0.3702,"[ 1.31000000e+00  0.00000000e+00 -2.17071859e+04  0.00000000e+00
 -1.31000000e+00 -1.45893718e+03  0.00000000e+00  0.00000000e+00
  5.24000000e+02]","[ 9.25000000e-02  0.00000000e+00 -1.53275931e+03  0.00000000e+00
 -9.25000000e-02 -1.03016556e+02  0.00000000e+00  0.00000000e+00
  3.70000000e+01]",
1101,236.0000,0.0906,"[ 5.90000000e-01  0.00000000e+00 -9.77651885e+03  0.00000000e+00
 -5.90000000e-01 -6.57078576e+02  0.00000000e+00  0.00000000e+00
  2.36000000e+02]","[ 2.75250000e+00  0.00000000e+00 -4.56099460e+04  0.00000000e+00
 -2.75250000e+00 -3.06543861e+03  0.00000000e+00  0.00000000e+00
  1.10100000e+03]",
1265,743.0000,0.3002,"[ 1.85750000e+00  0.00000000e+00 -3.07794640e+04  0.00000000e+00
 -1.85750000e+00 -2.06868382e+03  0.00000000e+00  0.00000000e+00
  7.43000000e+02]","[ 3.16250000e+00  0.00000000e+00 -5.24037981e+04  0.00000000e+00
 -3.16250000e+00 -3.52205253e+03  0.00000000e+00  0.00000000e+00
  1.26500000e+03]",
467,510.0000,0.1669,"[ 1.27500000e+00  0.00000000e+00 -2.11272229e+04  0.00000000e+00
 -1.27500000e+00 -1.41995794e+03  0.00000000e+00  0.00000000e+00
  5.10000000e+02]","[ 1.16750000e+00  0.00000000e+00 -1.93459081e+04  0.00000000e+00
 -1.16750000e+00 -1.30023599e+03  0.00000000e+00  0.00000000e+00
  4.67000000e+02]",
1550,408.0000,0.2538,"[ 1.02000000e+00  0.00000000e+00 -1.69017783e+04  0.00000000e+00
 -1.02000000e+00 -1.13596635e+03  0.00000000e+00  0.00000000e+00
  4.08000000e+02]","[ 3.87500000e+00  0.00000000e+00 -6.42101873e+04  0.00000000e+00
 -3.87500000e+00 -4.31555844e+03  0.00000000e+00  0.00000000e+00
  1.55000000e+03]",
1304,787.0000,0.1419,"[ 1.96750000e+00  0.00000000e+00 -3.26022048e+04  0.00000000e+00
 -1.96750000e+00 -2.19119000e+03  0.00000000e+00  0.00000000e+00
  7.87000000e+02]","[ 3.26000000e+00  0.00000000e+00 -5.40194092e+04  0.00000000e+00
 -3.26000000e+00 -3.63063755e+03  0.00000000e+00  0.00000000e+00
  1.30400000e+03]",
1343,1066.0000,0.1565,"[ 2.66500000e+00  0.00000000e+00 -4.41600385e+04  0.00000000e+00
 -2.66500000e+00 -2.96799051e+03  0.00000000e+00  0.00000000e+00
  1.06600000e+03]","[ 3.35750000e+00  0.00000000e+00 -5.56350204e+04  0.00000000e+00
 -3.35750000e+00 -3.73922257e+03  0.00000000e+00  0.00000000e+00
  1.34300000e+03]",
1631,473.0000,0.1664,"[ 1.18250000e+00  0.00000000e+00 -1.95944636e+04  0.00000000e+00
 -1.18250000e+00 -1.31694138e+03  0.00000000e+00  0.00000000e+00
  4.73000000e+02]","[ 4.07750000e+00  0.00000000e+00 -6.75656875e+04  0.00000000e+00
 -4.07750000e+00 -4.54108117e+03  0.00000000e+00  0.00000000e+00
  1.63100000e+03]",
1042,1054.0000,0.1825,"[ 2.63500000e+00  0.00000000e+00 -4.36629274e+04  0.00000000e+00
 -2.63500000e+00 -2.93457974e+03  0.00000000e+00  0.00000000e+00
  1.05400000e+03]","[ 2.60500000e+00  0.00000000e+00 -4.31658163e+04  0.00000000e+00
 -2.60500000e+00 -2.90116896e+03  0.00000000e+00  0.00000000e+00
  1.04200000e+03]",
1012,1363.0000,0.2419,"[ 3.40750000e+00  0.00000000e+00 -5.64635389e+04  0.00000000e+00
 -3.40750000e+00 -3.79490720e+03  0.00000000e+00  0.00000000e+00
  1.36300000e+03]","[ 2.53000000e+00  0.00000000e+00 -4.19230384e+04  0.00000000e+00
 -2.53000000e+00 -2.81764203e+03  0.00000000e+00  0.00000000e+00
  1.01200000e+03]",
710,713.0000,0.1882,"[ 1.78250000e+00  0.00000000e+00 -2.95366862e+04  0.00000000e+00
 -1.78250000e+00 -1.98515688e+03  0.00000000e+00  0.00000000e+00
  7.13000000e+02]","[ 1.77500000e+00  0.00000000e+00 -2.94124084e+04  0.00000000e+00
 -1.77500000e+00 -1.97680419e+03  0.00000000e+00  0.00000000e+00
  7.10000000e+02]",
1466,822.0000,0.1594,"[ 2.05500000e+00  0.00000000e+00 -3.40521123e+04  0.00000000e+00
 -2.05500000e+00 -2.28863809e+03  0.00000000e+00  0.00000000e+00
  8.22000000e+02]","[ 3.66500000e+00  0.00000000e+00 -6.07304094e+04  0.00000000e+00
 -3.66500000e+00 -4.08168302e+03  0.00000000e+00  0.00000000e+00
  1.46600000e+03]",
1500,521.0000,0.2274,"[ 1.30250000e+00  0.00000000e+00 -2.15829081e+04  0.00000000e+00
 -1.30250000e+00 -1.45058448e+03  0.00000000e+00  0.00000000e+00
  5.21000000e+02]","[ 3.75000000e+00  0.00000000e+00 -6.21388910e+04  0.00000000e+00
 -3.75000000e+00 -4.17634688e+03  0.00000000e+00  0.00000000e+00
  1.50000000e+03]",
1526,409.0000,0.3055,"[ 1.02250000e+00  0.00000000e+00 -1.69432043e+04  0.00000000e+00
 -1.02250000e+00 -1.13875058e+03  0.00000000e+00  0.00000000e+00
  4.09000000e+02]","[ 3.81500000e+00  0.00000000e+00 -6.32159651e+04  0.00000000e+00
 -3.81500000e+00 -4.24873689e+03  0.00000000e+00  0.00000000e+00
  1.52600000e+03]",
903,1126.0000,0.1812,"[ 2.81500000e+00  0.00000000e+00 -4.66455942e+04  0.00000000e+00
 -2.81500000e+00 -3.13504439e+03  0.00000000e+00  0.00000000e+00
  1.12600000e+03]","[ 2.25750000e+00  0.00000000e+00 -3.74076124e+04  0.00000000e+00
 -2.25750000e+00 -2.51416082e+03  0.00000000e+00  0.00000000e+00
  9.03000000e+02]",
523,621.0000,0.2316,"[ 1.55250000e+00  0.00000000e+00 -2.57255009e+04  0.00000000e+00
 -1.55250000e+00 -1.72900761e+03  0.00000000e+00  0.00000000e+00
  6.21000000e+02]","[ 1.30750000e+00  0.00000000e+00 -2.16657600e+04  0.00000000e+00
 -1.30750000e+00 -1.45615294e+03  0.00000000e+00  0.00000000e+00
  5.23000000e+02]",
1165,420.0000,0.2420,"[ 1.05000000e+00  0.00000000e+00 -1.73988895e+04  0.00000000e+00
 -1.05000000e+00 -1.16937713e+03  0.00000000e+00  0.00000000e+00
  4.20000000e+02]","[ 2.91250000e+00  0.00000000e+00 -4.82612053e+04  0.00000000e+00
 -2.91250000e+00 -3.24362941e+03  0.00000000e+00  0.00000000e+00
  1.16500000e+03]",
1828,922.0000,0.3805,"[ 2.30500000e+00  0.00000000e+00 -3.81947050e+04  0.00000000e+00
 -2.30500000e+00 -2.56706121e+03  0.00000000e+00  0.00000000e+00
  9.22000000e+02]","[ 4.57000000e+00  0.00000000e+00 -7.57265951e+04  0.00000000e+00
 -4.57000000e+00 -5.08957473e+03  0.00000000e+00  0.00000000e+00
  1.82800000e+03]",
761,559.0000,0.3106,"[ 1.39750000e+00  0.00000000e+00 -2.31570934e+04  0.00000000e+00
 -1.39750000e+00 -1.55638527e+03  0.00000000e+00  0.00000000e+00
  5.59000000e+02]","[ 1.90250000e+00  0.00000000e+00 -3.15251307e+04  0.00000000e+00
 -1.90250000e+00 -2.11879998e+03  0.00000000e+00  0.00000000e+00
  7.61000000e+02]",
599,366.0000,0.1123,"[ 9.15000000e-01  0.00000000e+00 -1.51618894e+04  0.00000000e+00
 -9.15000000e-01 -1.01902864e+03  0.00000000e+00  0.00000000e+00
  3.66000000e+02]","[ 1.49750000e+00  0.00000000e+00 -2.48141305e+04  0.00000000e+00
 -1.49750000e+00 -1.66775452e+03  0.00000000e+00  0.00000000e+00
  5.99000000e+02]",
1059,488.0000,0.2379,"[ 1.22000000e+00  0.00000000e+00 -2.02158525e+04  0.00000000e+00
 -1.22000000e+00 -1.35870485e+03  0.00000000e+00  0.00000000e+00
  4.88000000e+02]","[ 2.6475000e+00  0.0000000e+00 -4.3870057e+04  0.0000000e+00
 -2.6475000e+00 -2.9485009e+03  0.0000000e+00  0.0000000e+00
  1.0590000e+03]",
767,1609.0000,0.3687,"[ 4.02250000e+00  0.00000000e+00 -6.66543171e+04  0.00000000e+00
 -4.02250000e+00 -4.47982808e+03  0.00000000e+00  0.00000000e+00
  1.60900000e+03]","[ 1.91750000e+00  0.00000000e+00 -3.17736863e+04  0.00000000e+00
 -1.91750000e+00 -2.13550537e+03  0.00000000e+00  0.00000000e+00
  7.67000000e+02]",
1954,1041.0000,0.3533,"[ 2.60250000e+00  0.00000000e+00 -4.31243903e+04  0.00000000e+00
 -2.60250000e+00 -2.89838473e+03  0.00000000e+00  0.00000000e+00
  1.04100000e+03]","[ 4.88500000e+00  0.00000000e+00 -8.09462620e+04  0.00000000e+00
 -4.88500000e+00 -5.44038787e+03  0.00000000e+00  0.00000000e+00
  1.95400000e+03]",
823,499.0000,0.5597,"[ 1.24750000e+00  0.00000000e+00 -2.06715377e+04  0.00000000e+00
 -1.24750000e+00 -1.38933139e+03  0.00000000e+00  0.00000000e+00
  4.99000000e+02]","[ 2.05750000e+00  0.00000000e+00 -3.40935382e+04  0.00000000e+00
 -2.05750000e+00 -2.29142232e+03  0.00000000e+00  0.00000000e+00
  8.23000000e+02]",
1507,1000.0000,0.1234,"[ 2.50000000e+00  0.00000000e+00 -4.14259273e+04  0.00000000e+00
 -2.50000000e+00 -2.78423125e+03  0.00000000e+00  0.00000000e+00
  1.00000000e+03]","[ 3.76750000e+00  0.00000000e+00 -6.24288725e+04  0.00000000e+00
 -3.76750000e+00 -4.19583650e+03  0.00000000e+00  0.00000000e+00
  1.50700000e+03]",
1110,362.0000,0.1860,"[ 9.05000000e-01  0.00000000e+00 -1.49961857e+04  0.00000000e+00
 -9.05000000e-01 -1.00789171e+03  0.00000000e+00  0.00000000e+00
  3.62000000e+02]","[ 2.77500000e+00  0.00000000e+00 -4.59827793e+04  0.00000000e+00
 -2.77500000e+00 -3.09049669e+03  0.00000000e+00  0.00000000e+00
  1.11000000e+03]",
977,990.0000,0.1286,"[ 2.47500000e+00  0.00000000e+00 -4.10116680e+04  0.00000000e+00
 -2.47500000e+00 -2.75638894e+03  0.00000000e+00  0.00000000e+00
  9.90000000e+02]","[ 2.44250000e+00  0.00000000e+00 -4.04731310e+04  0.00000000e+00
 -2.44250000e+00 -2.72019393e+03  0.00000000e+00  0.00000000e+00
  9.77000000e+02]",
633,799.0000,0.1330,"[ 1.99750000e+00  0.00000000e+00 -3.30993159e+04  0.00000000e+00
 -1.99750000e+00 -2.22460077e+03  0.00000000e+00  0.00000000e+00
  7.99000000e+02]","[ 1.58250000e+00  0.00000000e+00 -2.62226120e+04  0.00000000e+00
 -1.58250000e+00 -1.76241838e+03  0.00000000e+00  0.00000000e+00
  6.33000000e+02]",
1317,535.0000,0.2858,"[ 1.33750000e+00  0.00000000e+00 -2.21628711e+04  0.00000000e+00
 -1.33750000e+00 -1.48956372e+03  0.00000000e+00  0.00000000e+00
  5.35000000e+02]","[ 3.29250000e+00  0.00000000e+00 -5.45579463e+04  0.00000000e+00
 -3.29250000e+00 -3.66683256e+03  0.00000000e+00  0.00000000e+00
  1.31700000e+03]",
832,526.0000,0.0921,"[ 1.31500000e+00  0.00000000e+00 -2.17900378e+04  0.00000000e+00
 -1.31500000e+00 -1.46450564e+03  0.00000000e+00  0.00000000e+00
  5.26000000e+02]","[ 2.08000000e+00  0.00000000e+00 -3.44663715e+04  0.00000000e+00
 -2.08000000e+00 -2.31648040e+03  0.00000000e+00  0.00000000e+00
  8.32000000e+02]",
1167,816.0000,0.1244,"[ 2.04000000e+00  0.00000000e+00 -3.38035567e+04  0.00000000e+00
 -2.04000000e+00 -2.27193270e+03  0.00000000e+00  0.00000000e+00
  8.16000000e+02]","[ 2.91750000e+00  0.00000000e+00 -4.83440572e+04  0.00000000e+00
 -2.91750000e+00 -3.24919787e+03  0.00000000e+00  0.00000000e+00
  1.16700000e+03]",
1455,768.0000,0.1345,"[ 1.92000000e+00  0.00000000e+00 -3.18151122e+04  0.00000000e+00
 -1.92000000e+00 -2.13828960e+03  0.00000000e+00  0.00000000e+00
  7.68000000e+02]","[ 3.63750000e+00  0.00000000e+00 -6.02747242e+04  0.00000000e+00
 -3.63750000e+00 -4.05105647e+03  0.00000000e+00  0.00000000e+00
  1.45500000e+03]",
1260,1090.0000,0.1432,"[ 2.72500000e+00  0.00000000e+00 -4.51542608e+04  0.00000000e+00
 -2.72500000e+00 -3.03481206e+03  0.00000000e+00  0.00000000e+00
  1.09000000e+03]","[ 3.15000000e+00  0.00000000e+00 -5.21966684e+04  0.00000000e+00
 -3.15000000e+00 -3.50813138e+03  0.00000000e+00  0.00000000e+00
  1.26000000e+03]",
1378,712.0000,0.1311,"[ 1.78000000e+00  0.00000000e+00 -2.94952603e+04  0.00000000e+00
 -1.78000000e+00 -1.98237265e+03  0.00000000e+00  0.00000000e+00
  7.12000000e+02]","[ 3.44500000e+00  0.00000000e+00 -5.70849278e+04  0.00000000e+00
 -3.44500000e+00 -3.83667067e+03  0.00000000e+00  0.00000000e+00
  1.37800000e+03]",
1027,446.0000,0.2470,"[ 1.11500000e+00  0.00000000e+00 -1.84759636e+04  0.00000000e+00
 -1.11500000e+00 -1.24176714e+03  0.00000000e+00  0.00000000e+00
  4.46000000e+02]","[ 2.56750000e+00  0.00000000e+00 -4.25444274e+04  0.00000000e+00
 -2.56750000e+00 -2.85940550e+03  0.00000000e+00  0.00000000e+00
  1.02700000e+03]",
977,595.0000,0.1920,"[ 1.48750000e+00  0.00000000e+00 -2.46484268e+04  0.00000000e+00
 -1.48750000e+00 -1.65661760e+03  0.00000000e+00  0.00000000e+00
  5.95000000e+02]","[ 2.44250000e+00  0.00000000e+00 -4.04731310e+04  0.00000000e+00
 -2.44250000e+00 -2.72019393e+03  0.00000000e+00  0.00000000e+00
  9.77000000e+02]",
1029,777.0000,0.0945,"[ 1.94250000e+00  0.00000000e+00 -3.21879455e+04  0.00000000e+00
 -1.94250000e+00 -2.16334768e+03  0.00000000e+00  0.00000000e+00
  7.77000000e+02]","[ 2.57250000e+00  0.00000000e+00 -4.26272792e+04  0.00000000e+00
 -2.57250000e+00 -2.86497396e+03  0.00000000e+00  0.00000000e+00
  1.02900000e+03]",
953,819.0000,0.1141,"[ 2.04750000e+00  0.00000000e+00 -3.39278345e+04  0.00000000e+00
 -2.04750000e+00 -2.28028540e+03  0.00000000e+00  0.00000000e+00
  8.19000000e+02]","[ 2.38250000e+00  0.00000000e+00 -3.94789087e+04  0.00000000e+00
 -2.38250000e+00 -2.65337238e+03  0.00000000e+00  0.00000000e+00
  9.53000000e+02]",
1343,696.0000,0.1332,"[ 1.74000000e+00  0.00000000e+00 -2.88324454e+04  0.00000000e+00
 -1.74000000e+00 -1.93782495e+03  0.00000000e+00  0.00000000e+00
  6.96000000e+02]","[ 3.35750000e+00  0.00000000e+00 -5.56350204e+04  0.00000000e+00
 -3.35750000e+00 -3.73922257e+03  0.00000000e+00  0.00000000e+00
  1.34300000e+03]",
1073,483.0000,0.2306,"[ 1.20750000e+00  0.00000000e+00 -2.00087229e+04  0.00000000e+00
 -1.20750000e+00 -1.34478369e+03  0.00000000e+00  0.00000000e+00
  4.83000000e+02]","[ 2.68250000e+00  0.00000000e+00 -4.44500200e+04  0.00000000e+00
 -2.68250000e+00 -2.98748013e+03  0.00000000e+00  0.00000000e+00
  1.07300000e+03]",
428,464.0000,0.1263,"[ 1.16000000e+00  0.00000000e+00 -1.92216303e+04  0.00000000e+00
 -1.16000000e+00 -1.29188330e+03  0.00000000e+00  0.00000000e+00
  4.64000000e+02]","[ 1.07000000e+00  0.00000000e+00 -1.77302969e+04  0.00000000e+00
 -1.07000000e+00 -1.19165098e+03  0.00000000e+00  0.00000000e+00
  4.28000000e+02]",
772,1467.0000,0.1830,"[ 3.66750000e+00  0.00000000e+00 -6.07718354e+04  0.00000000e+00
 -3.66750000e+00 -4.08446725e+03  0.00000000e+00  0.00000000e+00
  1.46700000e+03]","[ 1.93000000e+00  0.00000000e+00 -3.19808159e+04  0.00000000e+00
 -1.93000000e+00 -2.14942653e+03  0.00000000e+00  0.00000000e+00
  7.72000000e+02]",
560,536.0000,0.1655,"[ 1.34000000e+00  0.00000000e+00 -2.22042970e+04  0.00000000e+00
 -1.34000000e+00 -1.49234795e+03  0.00000000e+00  0.00000000e+00
  5.36000000e+02]","[ 1.40000000e+00  0.00000000e+00 -2.31985193e+04  0.00000000e+00
 -1.40000000e+00 -1.55916950e+03  0.00000000e+00  0.00000000e+00
  5.60000000e+02]",
915,1430.0000,0.2495,"[ 3.57500000e+00  0.00000000e+00 -5.92390761e+04  0.00000000e+00
 -3.57500000e+00 -3.98145069e+03  0.00000000e+00  0.00000000e+00
  1.43000000e+03]","[ 2.28750000e+00  0.00000000e+00 -3.79047235e+04  0.00000000e+00
 -2.28750000e+00 -2.54757160e+03  0.00000000e+00  0.00000000e+00
  9.15000000e+02]",
1906,940.0000,0.1067,"[ 2.35000000e+00  0.00000000e+00 -3.89403717e+04  0.00000000e+00
 -2.35000000e+00 -2.61717738e+03  0.00000000e+00  0.00000000e+00
  9.40000000e+02]","[ 4.76500000e+00  0.00000000e+00 -7.89578175e+04  0.00000000e+00
 -4.76500000e+00 -5.30674477e+03  0.00000000e+00  0.00000000e+00
  1.90600000e+03]",
1733,539.0000,0.3040,"[ 1.34750000e+00  0.00000000e+00 -2.23285748e+04  0.00000000e+00
 -1.34750000e+00 -1.50070064e+03  0.00000000e+00  0.00000000e+00
  5.39000000e+02]","[ 4.33250000e+00  0.00000000e+00 -7.17911320e+04  0.00000000e+00
 -4.33250000e+00 -4.82507276e+03  0.00000000e+00  0.00000000e+00
  1.73300000e+03]",
1534,564.0000,0.1309,"[ 1.41000000e+00  0.00000000e+00 -2.33642230e+04  0.00000000e+00
 -1.41000000e+00 -1.57030643e+03  0.00000000e+00  0.00000000e+00
  5.64000000e+02]","[ 3.83500000e+00  0.00000000e+00 -6.35473725e+04  0.00000000e+00
 -3.83500000e+00 -4.27101074e+03  0.00000000e+00  0.00000000e+00
  1.53400000e+03]",
1915,996.0000,0.1889,"[ 2.49000000e+00  0.00000000e+00 -4.12602236e+04  0.00000000e+00
 -2.49000000e+00 -2.77309433e+03  0.00000000e+00  0.00000000e+00
  9.96000000e+02]","[ 4.78750000e+00  0.00000000e+00 -7.93306508e+04  0.00000000e+00
 -4.78750000e+00 -5.33180285e+03  0.00000000e+00  0.00000000e+00
  1.91500000e+03]",
940,1388.0000,0.2677,"[ 3.47000000e+00  0.00000000e+00 -5.74991871e+04  0.00000000e+00
 -3.47000000e+00 -3.86451298e+03  0.00000000e+00  0.00000000e+00
  1.38800000e+03]","[ 2.35000000e+00  0.00000000e+00 -3.89403717e+04  0.00000000e+00
 -2.35000000e+00 -2.61717738e+03  0.00000000e+00  0.00000000e+00
  9.40000000e+02]",
1823,836.0000,0.1865,"[ 2.09000000e+00  0.00000000e+00 -3.46320752e+04  0.00000000e+00
 -2.09000000e+00 -2.32761733e+03  0.00000000e+00  0.00000000e+00
  8.36000000e+02]","[ 4.55750000e+00  0.00000000e+00 -7.55194655e+04  0.00000000e+00
 -4.55750000e+00 -5.07565357e+03  0.00000000e+00  0.00000000e+00
  1.82300000e+03]",
363,391.0000,0.1933,"[ 9.77500000e-01  0.00000000e+00 -1.61975376e+04  0.00000000e+00
 -9.77500000e-01 -1.08863442e+03  0.00000000e+00  0.00000000e+00
  3.91000000e+02]","[ 9.07500000e-01  0.00000000e+00 -1.50376116e+04  0.00000000e+00
 -9.07500000e-01 -1.01067594e+03  0.00000000e+00  0.00000000e+00
  3.63000000e+02]",
1824,915.0000,0.4078,"[ 2.28750000e+00  0.00000000e+00 -3.79047235e+04  0.00000000e+00
 -2.28750000e+00 -2.54757160e+03  0.00000000e+00  0.00000000e+00
  9.15000000e+02]","[ 4.56000000e+00  0.00000000e+00 -7.55608914e+04  0.00000000e+00
 -4.56000000e+00 -5.07843780e+03  0.00000000e+00  0.00000000e+00
  1.82400000e+03]",
783,1282.0000,0.1262,"[ 3.20500000e+00  0.00000000e+00 -5.31080388e+04  0.00000000e+00
 -3.20500000e+00 -3.56938447e+03  0.00000000e+00  0.00000000e+00
  1.28200000e+03]","[ 1.95750000e+00  0.00000000e+00 -3.24365011e+04  0.00000000e+00
 -1.95750000e+00 -2.18005307e+03  0.00000000e+00  0.00000000e+00
  7.83000000e+02]",
311,219.0000,0.1216,"[ 5.47500000e-01  0.00000000e+00 -9.07227808e+03  0.00000000e+00
 -5.47500000e-01 -6.09746644e+02  0.00000000e+00  0.00000000e+00
  2.19000000e+02]","[ 7.77500000e-01  0.00000000e+00 -1.28834634e+04  0.00000000e+00
 -7.77500000e-01 -8.65895919e+02  0.00000000e+00  0.00000000e+00
  3.11000000e+02]",
933,484.0000,0.3024,"[ 1.21000000e+00  0.00000000e+00 -2.00501488e+04  0.00000000e+00
 -1.21000000e+00 -1.34756793e+03  0.00000000e+00  0.00000000e+00
  4.84000000e+02]","[ 2.33250000e+00  0.00000000e+00 -3.86503902e+04  0.00000000e+00
 -2.33250000e+00 -2.59768776e+03  0.00000000e+00  0.00000000e+00
  9.33000000e+02]",
1269,1090.0000,0.1456,"[ 2.72500000e+00  0.00000000e+00 -4.51542608e+04  0.00000000e+00
 -2.72500000e+00 -3.03481206e+03  0.00000000e+00  0.00000000e+00
  1.09000000e+03]","[ 3.17250000e+00  0.00000000e+00 -5.25695018e+04  0.00000000e+00
 -3.17250000e+00 -3.53318946e+03  0.00000000e+00  0.00000000e+00
  1.26900000e+03]",
1864,1025.0000,0.1348,"[ 2.56250000e+00  0.00000000e+00 -4.24615755e+04  0.00000000e+00
 -2.56250000e+00 -2.85383703e+03  0.00000000e+00  0.00000000e+00
  1.02500000e+03]","[ 4.66000000e+00  0.00000000e+00 -7.72179285e+04  0.00000000e+00
 -4.66000000e+00 -5.18980705e+03  0.00000000e+00  0.00000000e+00
  1.86400000e+03]",
882,576.0000,0.1569,"[ 1.44000000e+00  0.00000000e+00 -2.38613341e+04  0.00000000e+00
 -1.44000000e+00 -1.60371720e+03  0.00000000e+00  0.00000000e+00
  5.76000000e+02]","[ 2.20500000e+00  0.00000000e+00 -3.65376679e+04  0.00000000e+00
 -2.20500000e+00 -2.45569196e+03  0.00000000e+00  0.00000000e+00
  8.82000000e+02]",
50,293.0000,0.3328,"[ 7.32500000e-01  0.00000000e+00 -1.21377967e+04  0.00000000e+00
 -7.32500000e-01 -8.15779757e+02  0.00000000e+00  0.00000000e+00
  2.93000000e+02]","[ 1.25000000e-01  0.00000000e+00 -2.07129637e+03  0.00000000e+00
 -1.25000000e-01 -1.39211563e+02  0.00000000e+00  0.00000000e+00
  5.00000000e+01]",
1063,240.0000,0.1091,"[ 6.00000000e-01  0.00000000e+00 -9.94222256e+03  0.00000000e+00
 -6.00000000e-01 -6.68215501e+02  0.00000000e+00  0.00000000e+00
  2.40000000e+02]","[ 2.65750000e+00  0.00000000e+00 -4.40357607e+04  0.00000000e+00
 -2.65750000e+00 -2.95963782e+03  0.00000000e+00  0.00000000e+00
  1.06300000e+03]",
1067,1140.0000,0.2018,"[ 2.85000000e+00  0.00000000e+00 -4.72255571e+04  0.00000000e+00
 -2.85000000e+00 -3.17402363e+03  0.00000000e+00  0.00000000e+00
  1.14000000e+03]","[ 2.66750000e+00  0.00000000e+00 -4.42014644e+04  0.00000000e+00
 -2.66750000e+00 -2.97077475e+03  0.00000000e+00  0.00000000e+00
  1.06700000e+03]",
454,1208.0000,0.2685,"[ 3.02000000e+00  0.00000000e+00 -5.00425202e+04  0.00000000e+00
 -3.02000000e+00 -3.36335135e+03  0.00000000e+00  0.00000000e+00
  1.20800000e+03]","[ 1.13500000e+00  0.00000000e+00 -1.88073710e+04  0.00000000e+00
 -1.13500000e+00 -1.26404099e+03  0.00000000e+00  0.00000000e+00
  4.54000000e+02]",
14,445.0000,0.4663,"[ 1.11250000e+00  0.00000000e+00 -1.84345377e+04  0.00000000e+00
 -1.11250000e+00 -1.23898291e+03  0.00000000e+00  0.00000000e+00
  4.45000000e+02]","[ 3.50000000e-02  0.00000000e+00 -5.79962982e+02  0.00000000e+00
 -3.50000000e-02 -3.89792375e+01  0.00000000e+00  0.00000000e+00
  1.40000000e+01]",
433,83.0000,0.4530,"[ 2.07500000e-01  0.00000000e+00 -3.43835197e+03  0.00000000e+00
 -2.07500000e-01 -2.31091194e+02  0.00000000e+00  0.00000000e+00
  8.30000000e+01]","[ 1.08250000e+00  0.00000000e+00 -1.79374265e+04  0.00000000e+00
 -1.08250000e+00 -1.20557213e+03  0.00000000e+00  0.00000000e+00
  4.33000000e+02]",
